Bill Number,Chapter No. (nnnn),XFile Bill Number,Sponsor,Synopsis,Title,Current Status,First Reading Date - House of Origin,Committee Primary - House of Origin,Hearing Date Primary - House of Origin,Hearing Time Primary - House of Origin,Committee Secondary - House of Origin,Hearing Date Secondary - House of Origin,Hearing Time Secondary - House of Origin,Report Date - House of Origin,Report Action - House of Origin,Second Reading Date - House of Origin,Second Reading Action - House of Origin,Third Reading Date - House of Origin,Third Reading Action - House of Origin,First Reading Date - Opposite House,Committee Primary - Opposite House,Hearing Date Primary - Opposite House,Hearing Time Primary - Opposite House,Committee Secondary - Opposite House,Hearing Date Secondary - Opposite House,Hearing Time Secondary - Opposite House,Report Date - Opposite House,Report Action - Opposite House,Second Reading Date - Opposite House,Second Reading Action - Opposite House,Third Reading Date - Opposite House,Third Reading Action - Opposite House,Interaction Between Chambers,Passed by MGA,Emergency Bill,Constitutional Amendment,Broad Subject Name,Broad Subject Code,year_session, status current as of
"SB0386","","","Senator Brinkley","Exempting from the sales and use tax the sale of home wheelchair lifts and stairlifts; etc.","Sales and Use Tax - Exemption - Home Wheelchair Lifts and Stairlifts","Hearing 3/18 at 1:00 p.m.","1/23/2014","Budget and Taxation ","2/5/2014"," 1:00 p.m.","","","","2/10/2014 12:00:00 AM","Favorable","2/11/2014","Passed","2/13/2014","Passed","2/14/2014","Ways and Means ","3/18/2014"," 1:00 p.m.","","","","","","","","","","","No","","","Taxes - Sales and Use","q4","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0387","","HB1120","Senator Reilly","Requiring the Motor Vehicle Administration to make available to an applicant for a driver's license, identification card, or moped operator's permit the opportunity to upgrade the document to be an enhanced identification document; establishing that the Administration may issue an enhanced identification document only to specified individuals who provide specified documentation; requiring an individual who applies for an enhanced identification document to provide to the Administration a specified biometric identifier; etc.","Drivers' Licenses, Identification Cards, and Moped Operators' Permits - Enhanced Identification Documents","Unfavorable Report by Judicial Proceedings","1/23/2014","Judicial Proceedings ","2/18/2014"," 1:00 p.m.","","","","3/4/2014 12:00:00 AM","Unfavorable","","","","","","","","","","","","","","","","","","","No","Yes","","Vehicle Laws - Licensing and Registration","r4","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0388","","HB0349","Senator Reilly","Excluding specified lease payments made by a local school district from the maintenance of effort calculation.","Education - Maintenance of Effort - Lease Payment Exclusion","Hearing 2/19 at 1:00 p.m.","1/23/2014","Budget and Taxation ","2/19/2014"," 1:00 p.m.","","","","","","","","","","","","","","","","","","","","","","","","No","","","Primary and Secondary Education","f1","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0389","","HB0246","Senator Robey","Requiring the Automotive Safety Enforcement Division of the Department of State Police to establish the manner and format for the submission of an inspection certificate for the transfer of a used motor vehicle; establishing that the Division may authorize electronic submission of an inspection certificate for a used motor vehicle; requiring the Division to authorize the use of inspection certificate forms for the submission of an inspection certificate; requiring the Department to submit a specified report on or before December 1, 2016; etc.","Motor Vehicles - Inspection Certificates for Used Vehicles - Procedures","Returned Passed","1/23/2014","Judicial Proceedings ","2/18/2014"," 1:00 p.m.","","","","3/4/2014 12:00:00 AM","Favorable with Amendments","3/6/2014","Passed with Amendments","3/7/2014","Passed","3/8/2014","Environmental Matters ","3/25/2014"," 1:00 p.m.","","","","3/27/2014","Favorable","3/22/2014","Passed","3/23/2014","Passed","Returned Passed","Yes","","","Vehicle Laws - Equipment and Inspections","r6","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0390","","HB0386","Baltimore City Senators","Requiring a court to notify the Motor Vehicle Administration of a specified violation of the Illegal Dumping and Litter Control Law; requiring the Chief Judge of the District Court and the Administrative Office of the Courts, in conjunction with the Administration, to establish specified procedures; requiring that a specified number of driver's license points be assessed against an individual who is convicted of a violation of the Illegal Dumping and Litter Control Law under specified circumstances; etc.","Criminal Law - Illegal Dumping and Litter Control Law - Driver's License - Points","Passed Enrolled","1/23/2014","Judicial Proceedings ","2/5/2014"," 1:00 p.m.","","","","3/10/2014 12:00:00 AM","Favorable with Amendments","3/9/2014","Passed with Amendments","3/11/2014","Passed","3/11/2014","Judiciary ","3/26/2014"," 1:00 p.m.","","","","3/31/2014","Favorable with Amendments","3/25/2014","Passed with Amendments","3/26/2014","Passed with Amendments","Passed Enrolled","Yes","","","Criminal Law - Substantive Crimes","e1","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0391","","HB0228","Senator Frosh","Providing that a register of wills may comply with specified provisions of law by retaining specified files under specified circumstances; and requiring a register, in consultation with the Comptroller and the State Archives, to develop specified        record-keeping standards.","Estates and Trusts - Registers of Wills - Records","Returned Passed","1/23/2014","Judicial Proceedings ","2/13/2014"," 1:00 p.m.","","","","2/24/2014 12:00:00 AM","Favorable","2/25/2014","Passed","2/27/2014","Passed","2/28/2014","Judiciary ","3/25/2014"," 1:00 p.m.","","","","3/31/2014","Favorable","3/25/2014","Passed","3/26/2014","Passed","Returned Passed","Yes","","","Estates and Trusts","n2","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0392","","HB0750","Senator Frosh","Authorizing the creation of a State Debt not to exceed $200,000, the proceeds to be used as a grant to the Board of Trustees of Imagination Stage, Inc. for the acquisition, planning, design, construction, repair, renovation, reconstruction, and capital equipping of the Imagination Stage HVAC system, located in Montgomery County; providing for disbursement of the loan proceeds, subject to a requirement that the grantee provide and expend a matching fund; establishing a deadline for the encumbrance or expenditure of the loan proceeds; etc.","Creation of a State Debt - Montgomery County - Imagination Stage HVAC System","Hearing 3/10 at 9:30 a.m.","1/23/2014","Budget and Taxation ","3/10/2014"," 9:30 a.m.","","","","","","","","","","","","","","","","","","","","","","","","No","","","State Debt (Bond Bills)","b2","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0393","","HB0749","Senator Frosh","Authorizing the creation of a State Debt not to exceed $250,000, the proceeds to be used as a grant to the Board of Directors of Graceful Growing Together, Inc. for the acquisition, planning, design, construction, repair, renovation, reconstruction, and capital equipping of the Bethesda Graceful Growing Together Community Center, located in Montgomery County; providing for disbursement of the loan proceeds, subject to a requirement that the grantee provide and expend a matching fund; etc. ","Creation of a State Debt - Montgomery County - Bethesda Graceful Growing Together Community Center","Hearing 3/10 at 9:30 a.m.","1/23/2014","Budget and Taxation ","3/10/2014"," 9:30 a.m.","","","","","","","","","","","","","","","","","","","","","","","","No","","","State Debt (Bond Bills)","b2","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0394","","","Senator Frosh","Requiring a beverage distributor operating within the State to register with the Department of the Environment on or before April 1, 2015; requiring a redeemable beverage container sold in the State to bear specified information indicating a refund value of 5 cents beginning January 15, 2016; requiring the payment of specified deposits by specified distributors, retailers, and consumers under specified circumstances; etc.","Statewide Container Recycling Refund Program","Hearing 2/20 at 1:00 p.m. (Finance)","1/23/2014","Finance ","2/20/2014"," 1:00 p.m.","Education, Health, and Environmental Affairs ","","","","","","","","","","","","","","","","","","","","","","","No","","","Environment","m3","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0395","","HB1298","Senator Pinsky","Altering specified fees collected by the State Department of Assessments and Taxation for the filing of specified documents by specified corporations and business entities; requiring specified corporations to compute Maryland taxable income using a specified combined reporting method; requiring, subject to specified regulations, specified groups of corporations to file a combined income tax return reflecting the aggregate income tax liability of all the members of the group; etc.","Business Relief and Tax Fairness Act of 2014","Hearing 2/12 at 1:00 p.m.","1/23/2014","Budget and Taxation ","2/12/2014"," 1:00 p.m.","","","","","","","","","","","","","","","","","","","","","","","","No","","","Taxes - Income","q3","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0396","","HB0315","Senator Jones-Rodwell","Altering the jurisdiction of an equity court to include custody or guardianship of an immigrant child pursuant to a motion for Special Immigrant Juvenile factual findings requesting a specified determination; and defining the term 'child' to mean an unmarried individual under the age of 21 years under specified circumstances.","Equity Court Jurisdiction - Immigrant Children - Custody or Guardianship","Returned Passed","1/23/2014","Judicial Proceedings ","2/13/2014"," 1:00 p.m.","","","","3/10/2014 12:00:00 AM","Favorable with Amendments","3/8/2014","Passed with Amendments","3/10/2014","Passed","3/10/2014","Judiciary ","3/26/2014"," 1:00 p.m.","","","","3/31/2014","Favorable","3/25/2014","Passed","3/26/2014","Passed","Returned Passed","Yes","","","Family Law","d4","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0397","","HB1261","Senator Young","Authorizing a county or municipality to satisfy a requirement to publish legal notices in a newspaper of general circulation by posting the notices on its Web site; requiring notices posted on a county or municipality Web site to be conspicuously displayed and be easily accessible; requiring a county or municipality that chooses to post notices on the Internet to publish specified advance notice in a newspaper of general circulation in the county or municipality and to offer a specified mail service; etc. ","Political Subdivisions - Legal Notice Requirements - Posting on Web Sites","Unfavorable Report by Education, Health, and Environmental Affairs","1/23/2014","Education, Health, and Environmental Affairs ","2/6/2014"," 1:00 p.m.","","","","2/13/2014 12:00:00 AM","Unfavorable","","","","","","","","","","","","","","","","","","","No","","","Counties - Generally","l1","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0398","","HB0921","Senator Shank","Authorizing the Department of Public Safety and Correctional Services to issue a certificate of completion to a specified offender who meets specified requirements; and requiring the Department to report to the Governor and the General Assembly on or before December 31, 2014, on the number of certificates of completion issued.","Criminal Procedure - Certificate of Completion","Returned Passed","1/23/2014","Judicial Proceedings ","2/5/2014"," 1:00 p.m.","","","","3/10/2014 12:00:00 AM","Favorable","3/8/2014","Passed","3/10/2014","Passed","3/10/2014","Judiciary ","3/26/2014"," 1:00 p.m.","","","","4/2/2014","Favorable","3/26/2014","Passed","3/27/2014","Passed","Returned Passed","Yes","","","Criminal Law - Procedure","e2","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0399","CH0057","","Senator Shank","Requiring the Secretary of State Police to conduct an investigation that relates to any complaint alleging that an unauthorized person has provided security systems services; and specifying requirements for the complaint.","Security Systems Services - Complaint Investigations","Approved by the Governor - Chapter 57","1/23/2014","Finance ","2/20/2014"," 1:00 p.m.","","","","2/21/2014 12:00:00 AM","Favorable","2/24/2014","Passed","2/26/2014","Passed","2/27/2014","Economic Matters ","3/12/2014"," 1:00 p.m.","","","","3/27/2014","Favorable","3/22/2014","Passed","3/23/2014","Passed","Returned Passed","Yes","","","Business Regulation and Occupations","c2","2014 Regular Session","4/9/2014 6:00:56 PM"
"SB0400","","HB0340","Senator Young","Authorizing the creation of a State Debt not to exceed $180,000, the proceeds to be used as a grant to the Board of Directors of the Unified Community Connections, Inc. for the acquisition, planning, design, construction, repair, renovation, reconstruction, and capital equipping of the Unified Community Connections Adult Day Habilitation Facility, located in Frederick County; providing for disbursement of the loan proceeds, subject to a requirement that the grantee provide and expend a matching fund; etc. ","Creation of a State Debt - Frederick County - Unified Community Connections Adult Day Habilitation Facility","Hearing 3/08 at 3:00 p.m.","1/23/2014","Budget and Taxation ","3/8/2014"," 3:00 p.m.","","","","","","","","","","","","","","","","","","","","","","","","No","","","State Debt (Bond Bills)","b2","2014 Regular Session","4/9/2014 6:00:56 PM"
